Platform,Content_Type,Category,Follower_Count,Hour_of_Day,Day_of_Week,Hashtag_Count,Content_Length,Sentiment,Has_Media,Is_Verified,Score
Instagram,Story,Technology,268448,0,Wednesday,27,1073,Negative,False,False,0.4566898958881627
Twitter,Thread,Entertainment,372509,3,Wednesday,23,1701,Positive,False,True,0.5175508252138249
TikTok,Video,Fashion,206686,4,Wednesday,13,286,Positive,True,False,0.8881087987128501
Facebook,Post,Entertainment,355886,6,Wednesday,16,723,Positive,True,False,0.47404005513323205
Facebook,Live,Health,438498,12,Wednesday,23,506,Positive,True,False,0.47670536502655997
Twitter,Tweet,Fitness,188820,18,Wednesday,10,1894,Neutral,True,False,0.614055760140056
Facebook,Live,Sports,60806,20,Wednesday,16,212,Positive,False,True,0.5692376575447498
YouTube,Video,Business,466869,23,Wednesday,29,124,Negative,True,True,0.789324361564102
Twitter,Poll,Business,421055,23,Wednesday,0,1571,Neutral,False,False,0.5795971825765995
LinkedIn,Poll,Health,394423,4,Thursday,22,1472,Negative,True,False,0.06324511497467496
Facebook,Story,Technology,48568,11,Thursday,7,919,Negative,True,False,0.4596836961479691
Twitter,Retweet,Fashion,272682,13,Thursday,19,1280,Positive,True,False,0.5774809379005751
LinkedIn,Post,Fitness,455161,13,Thursday,17,301,Neutral,True,True,0.34048345234317917
LinkedIn,Article,Fitness,428562,15,Thursday,27,1056,Positive,True,False,0.2393783996703257
Instagram,Photo,Sports,101995,16,Thursday,25,873,Positive,True,False,0.5550120773387721
Facebook,Story,Lifestyle,221390,21,Thursday,24,519,Positive,True,False,0.1973141427689484
YouTube,Community Post,Travel,228251,23,Thursday,6,1629,Neutral,True,False,0.739596109735719
Instagram,Carousel,Education,144597,0,Friday,16,108,Positive,False,False,0.4806496201931172
YouTube,Short,Fashion,428791,2,Friday,14,111,Positive,False,False,0.8837886944113889
Instagram,Story,Food,276993,3,Friday,27,283,Neutral,True,False,0.47674453232897296
Instagram,Carousel,Gaming,418192,3,Friday,21,1975,Neutral,True,True,0.2820997024318068
Twitter,Poll,Food,360443,5,Friday,1,555,Neutral,False,False,0.4113273094901526
Instagram,Carousel,Lifestyle,334996,11,Friday,14,373,Negative,False,False,0.41681017116412117
Facebook,Post,Entertainment,125909,17,Friday,20,1898,Positive,False,False,0.5669421110266127
Facebook,Video,Lifestyle,382923,18,Friday,19,155,Positive,True,False,0.5525551230220254
TikTok,Stitch,Education,128879,7,Saturday,0,242,Positive,True,False,0.9147074791811515
Instagram,Story,Gaming,189051,9,Saturday,21,1361,Neutral,True,False,0.5683924821510307
Instagram,Carousel,Entertainment,274399,11,Saturday,10,1116,Positive,True,False,0.4627191101636465
Instagram,Photo,Fitness,413077,11,Saturday,8,1109,Positive,True,False,0.39472323879832005
Facebook,Post,Education,8339,14,Saturday,23,840,Positive,True,False,0.36312280164226624
LinkedIn,Document,Business,196737,19,Saturday,5,221,Neutral,True,True,0.17992730973465118
Instagram,Photo,Technology,251258,20,Saturday,17,1037,Neutral,True,False,0.4007273973245189
Facebook,Story,Business,432041,23,Saturday,29,1550,Positive,False,True,0.6540725600929406
TikTok,Video,Food,179384,1,Sunday,24,50,Neutral,True,False,0.6978765710874478
Facebook,Video,Gaming,318872,15,Sunday,11,36,Positive,True,True,0.4207473372918156
Instagram,Photo,Gaming,301474,16,Sunday,4,1660,Neutral,True,False,0.46403258249933027
Instagram,Carousel,Travel,61545,17,Sunday,27,1070,Negative,True,False,0.2629237867618458
Instagram,Story,Food,336321,17,Sunday,4,1459,Neutral,True,True,0.4250069801965094
Twitter,Thread,Travel,5759,22,Sunday,24,207,Positive,False,True,0.42325827583653314
Twitter,Poll,Lifestyle,260660,22,Sunday,2,1712,Positive,True,False,0.3728526736944202
Facebook,Video,Fashion,440206,1,Monday,5,451,Positive,False,False,0.5278340664238128
Twitter,Tweet,Food,247143,1,Monday,29,1353,Positive,True,False,0.45523352672442263
LinkedIn,Document,Technology,20060,15,Monday,0,845,Positive,False,False,0.43673104628171205
LinkedIn,Post,Entertainment,1995,18,Monday,9,596,Neutral,True,True,0.22278439655736923
YouTube,Live,Gaming,398739,22,Monday,21,588,Positive,True,False,0.8260547124528446
Instagram,Photo,Sports,294779,23,Monday,22,868,Positive,True,True,0.44196801322628015
Twitter,Thread,Health,49996,7,Tuesday,21,1734,Neutral,True,False,0.5311227709517875
TikTok,Duet,Fashion,200807,18,Tuesday,26,100,Positive,False,False,0.9088647217926996
YouTube,Community Post,Education,383743,21,Tuesday,25,1841,Positive,True,False,0.7646290430939511
YouTube,Live,Technology,364291,21,Tuesday,17,200,Neutral,True,False,0.8284982008269952
YouTube,Short,Lifestyle,323675,21,Tuesday,23,249,Positive,True,False,0.73877524216583
TikTok,Stitch,Technology,347692,23,Tuesday,25,279,Neutral,True,False,0.8184069546243627
Twitter,Tweet,Travel,449824,0,Wednesday,29,1783,Positive,True,True,0.4815791025079579
Twitter,Poll,Lifestyle,421231,0,Wednesday,17,925,Positive,True,True,0.49362872955617804
Twitter,Tweet,Lifestyle,90142,1,Wednesday,15,174,Negative,True,True,0.5877058997829859
Instagram,Photo,Technology,139709,3,Wednesday,20,1917,Positive,True,True,0.43683340169266655
TikTok,Stitch,Business,67472,4,Wednesday,22,381,Positive,True,True,0.8676184406306197
Twitter,Retweet,Travel,162269,9,Wednesday,29,1975,Negative,True,False,0.6224127819277041
Instagram,Story,Fashion,390686,11,Wednesday,5,1378,Positive,True,False,0.47353869792864933
Facebook,Story,Technology,65292,12,Wednesday,0,1400,Positive,True,False,0.46626108166915414
LinkedIn,Article,Education,156685,15,Wednesday,23,309,Neutral,True,False,0.3118815310697516
Twitter,Poll,Technology,7614,15,Wednesday,17,685,Positive,True,False,0.4528198637796225
TikTok,Stitch,Food,41428,16,Wednesday,1,179,Positive,True,False,0.8853374522769881
Twitter,Thread,Business,305283,18,Wednesday,9,1859,Neutral,True,False,0.23787314689114836
Instagram,Carousel,Technology,220799,18,Wednesday,0,1259,Neutral,True,False,0.41461604032318794
Instagram,Carousel,Fitness,357178,20,Wednesday,10,1507,Neutral,True,False,0.4326694551560632
Twitter,Poll,Sports,485699,3,Thursday,10,1588,Positive,False,False,0.5675498566909559
Twitter,Thread,Lifestyle,320404,4,Thursday,29,974,Positive,True,False,0.5143217708861147
Facebook,Video,Lifestyle,159975,7,Thursday,25,503,Positive,True,True,0.4566964978132861
TikTok,Duet,Education,251745,12,Thursday,5,185,Positive,True,False,0.8817523014896204
Twitter,Tweet,Technology,144302,13,Thursday,16,1452,Negative,True,False,0.5666966638414368
Instagram,Carousel,Business,101387,18,Thursday,10,1389,Negative,True,False,0.4090591579219603
TikTok,Video,Technology,92670,22,Thursday,15,202,Positive,False,False,0.7470023299765718
Instagram,Reel,Sports,210139,23,Thursday,15,370,Positive,True,True,0.37511852162263415
TikTok,Duet,Health,479502,1,Friday,12,397,Positive,True,False,0.8673081247784573
Twitter,Poll,Fashion,358025,9,Friday,20,890,Positive,True,True,0.5296742769095668
Instagram,Reel,Travel,76146,14,Friday,21,453,Positive,True,False,0.4436847505913736
LinkedIn,Article,Business,157260,15,Friday,18,1845,Neutral,True,False,0.3072864450957533
YouTube,Community Post,Sports,427266,15,Friday,19,1767,Neutral,True,True,0.6245788389359022
Twitter,Tweet,Fitness,301398,17,Friday,8,575,Neutral,True,True,0.4988184380698718
Instagram,Story,Gaming,255319,22,Friday,16,1851,Negative,True,False,0.4300098605727531
YouTube,Short,Sports,363729,0,Saturday,11,516,Positive,True,True,0.8057765439560167
Facebook,Story,Fitness,337628,3,Saturday,21,1096,Positive,True,False,0.3712612111189538
TikTok,Video,Fashion,329530,6,Saturday,6,227,Positive,True,False,0.9113835056739852
YouTube,Video,Food,278647,6,Saturday,23,71,Neutral,True,False,0.6955358347442155
YouTube,Video,Fitness,360006,7,Saturday,26,576,Neutral,True,True,0.613894088066603
Instagram,Story,Health,150488,20,Saturday,11,1999,Positive,True,False,0.2794697676486436
Instagram,Reel,Technology,204988,21,Saturday,10,236,Negative,True,False,0.33659118855993553
Facebook,Video,Fashion,419215,2,Sunday,9,367,Neutral,True,False,0.49682673749797684
LinkedIn,Article,Food,121465,4,Sunday,13,398,Negative,True,True,0.30916183847159956
Twitter,Thread,Fashion,230509,5,Sunday,12,969,Positive,True,False,0.6120857930899993
LinkedIn,Article,Fashion,313120,16,Sunday,4,1921,Positive,True,False,0.2629918396268932
LinkedIn,Document,Technology,298346,19,Sunday,29,1047,Positive,True,False,0.3815760058762911
Facebook,Live,Food,136653,23,Sunday,26,217,Neutral,False,False,0.32804693116598393
Twitter,Poll,Food,238011,23,Sunday,26,1880,Positive,True,False,0.23538062792788597
TikTok,Duet,Technology,491800,23,Sunday,7,383,Positive,True,True,0.5178166912971256
Instagram,Carousel,Technology,72707,0,Monday,17,623,Positive,True,False,0.47423970612256255
Instagram,Reel,Business,270642,9,Monday,7,260,Positive,True,False,0.44586385659222244
Facebook,Post,Entertainment,213906,13,Monday,4,1824,Positive,True,False,0.4461494580591692
Facebook,Post,Food,398398,17,Monday,24,1827,Neutral,True,True,0.561167944318595
Twitter,Thread,Lifestyle,395994,17,Monday,17,1373,Positive,True,False,0.4964820183234953
Twitter,Retweet,Technology,399333,21,Monday,13,1975,Negative,True,False,0.5446211906515631
Facebook,Live,Health,302883,22,Monday,25,328,Positive,True,False,0.4351094761153051
Facebook,Story,Gaming,481107,1,Tuesday,14,1357,Positive,True,False,0.5562451302540541
Instagram,Carousel,Lifestyle,386257,7,Tuesday,26,779,Positive,True,False,0.4339646692103591
YouTube,Short,Health,292668,8,Tuesday,19,25,Neutral,False,True,0.8081033867084091
Facebook,Story,Technology,88937,13,Tuesday,3,710,Positive,True,False,0.524237281358737
Twitter,Tweet,Sports,95826,16,Tuesday,9,472,Negative,True,False,0.5903063548198012
Twitter,Retweet,Fitness,406885,16,Tuesday,27,1598,Neutral,True,False,0.4056088383890687
Instagram,Carousel,Fashion,420664,16,Tuesday,28,148,Neutral,True,False,0.5482517831242358
Facebook,Live,Technology,153775,23,Tuesday,18,190,Positive,True,False,0.5721303524755417
Twitter,Poll,Fitness,159249,23,Tuesday,20,395,Neutral,True,False,0.6351685396301209
Twitter,Retweet,Food,22496,3,Wednesday,11,1805,Positive,True,False,0.5996896636658021
TikTok,Stitch,Sports,69951,5,Wednesday,23,203,Positive,True,False,0.600115558518142
Instagram,Story,Fitness,226542,6,Wednesday,10,1631,Negative,True,False,0.4755229654446757
Facebook,Live,Travel,437110,8,Wednesday,2,505,Positive,True,False,0.561137950088313
Instagram,Carousel,Gaming,137053,10,Wednesday,23,985,Negative,True,False,0.4973347417023291
Instagram,Reel,Health,113594,15,Wednesday,20,73,Positive,True,True,0.5730131706295064
Facebook,Video,Food,199727,0,Thursday,11,22,Positive,True,False,0.5915882010143972
Instagram,Story,Gaming,24693,4,Thursday,27,1128,Neutral,True,False,0.4079692069597599
Facebook,Story,Gaming,415036,12,Thursday,0,863,Neutral,True,True,0.2229253982282043
Instagram,Photo,Business,271464,15,Thursday,22,1957,Positive,True,False,0.29020309694023744
YouTube,Short,Business,444507,23,Thursday,0,150,Positive,False,True,0.8157401942542134
Facebook,Video,Education,100359,23,Thursday,21,577,Positive,False,False,0.5079770403425173
TikTok,Duet,Lifestyle,209497,23,Thursday,1,476,Neutral,True,False,0.8499731390411919
YouTube,Live,Education,192611,4,Friday,5,181,Negative,True,True,0.7641428028132062
YouTube,Short,Fashion,20136,5,Friday,25,594,Neutral,True,False,0.4703271676691067
TikTok,Duet,Entertainment,321891,6,Friday,28,111,Negative,True,False,0.9354068127482179
Facebook,Story,Food,493300,8,Friday,4,1041,Neutral,True,False,0.25797006593689137
LinkedIn,Document,Technology,370396,10,Friday,18,1449,Positive,True,False,0.31596720638082965
YouTube,Community Post,Health,365340,18,Friday,18,1864,Positive,False,False,0.8585984948640938
Facebook,Story,Entertainment,379041,20,Friday,20,1219,Negative,True,False,0.47309586746965454
Instagram,Reel,Fitness,364431,4,Saturday,7,384,Neutral,False,False,0.5382938793448803
TikTok,Stitch,Business,388676,5,Saturday,7,153,Positive,False,False,0.9070714727954948
Twitter,Poll,Technology,483206,6,Saturday,27,148,Positive,False,True,0.6256164323390673
LinkedIn,Article,Travel,244359,7,Saturday,29,854,Positive,True,False,0.36582306805755943
LinkedIn,Document,Sports,73997,9,Saturday,1,1205,Positive,False,False,0.28066024624626
Facebook,Video,Entertainment,207848,1,Sunday,24,249,Positive,False,False,0.5179660922500534
Instagram,Photo,Fitness,113456,1,Sunday,24,594,Positive,True,False,0.355138201575009
TikTok,Stitch,Education,274074,2,Sunday,1,451,Neutral,True,False,0.9038795456497106
Facebook,Live,Fashion,329392,5,Sunday,25,246,Positive,True,False,0.4887349806588885
Twitter,Retweet,Business,388843,12,Sunday,26,1996,Positive,True,False,0.49860204833787236
Instagram,Carousel,Technology,327044,21,Sunday,13,1624,Neutral,True,True,0.36589094590553034
Instagram,Photo,Education,415735,21,Sunday,18,1945,Positive,True,True,0.40106253446174844
Facebook,Story,Gaming,45138,8,Monday,13,266,Positive,True,False,0.6002861800991072
Facebook,Video,Travel,257596,12,Monday,18,43,Neutral,True,False,0.481288043234227
Instagram,Carousel,Entertainment,277325,18,Monday,1,292,Neutral,False,False,0.3813816419373401
LinkedIn,Document,Health,92322,18,Monday,9,1459,Neutral,True,True,0.2046252225777715
LinkedIn,Post,Fitness,28179,19,Monday,19,1522,Neutral,True,False,0.172806548649335
YouTube,Live,Health,25191,22,Monday,8,471,Neutral,True,False,0.768531124096923
LinkedIn,Article,Lifestyle,476333,2,Tuesday,14,1235,Positive,True,False,0.32168495360223287
Twitter,Tweet,Travel,296851,3,Tuesday,13,1496,Neutral,False,True,0.3401120453136504
Facebook,Story,Health,323555,4,Tuesday,9,1133,Positive,False,True,0.49773591458059846
LinkedIn,Article,Fitness,283484,5,Tuesday,3,1235,Neutral,False,False,0.36270608337858196
LinkedIn,Document,Health,308457,12,Tuesday,23,1720,Neutral,True,False,0.30307348233836673
Instagram,Carousel,Fitness,64814,13,Tuesday,18,1253,Positive,False,False,0.4724032034666229
Instagram,Story,Technology,305728,14,Tuesday,5,1319,Negative,True,False,0.30067670099680455
Facebook,Video,Gaming,55514,14,Tuesday,19,334,Neutral,True,False,0.5534578021204132
LinkedIn,Article,Food,176221,19,Tuesday,28,967,Positive,True,False,0.2889527877869646
Instagram,Carousel,Gaming,77713,22,Tuesday,10,426,Neutral,True,False,0.4755252287778225
Facebook,Story,Entertainment,424194,23,Tuesday,14,1326,Neutral,True,False,0.30871812404590787
Facebook,Post,Entertainment,423228,1,Wednesday,15,108,Positive,True,False,0.5305204332793161
Facebook,Live,Sports,275520,6,Wednesday,21,489,Positive,True,True,0.41779054344994704
Twitter,Tweet,Sports,466303,8,Wednesday,29,1193,Neutral,True,False,0.56341168211529
Instagram,Photo,Gaming,83946,12,Wednesday,20,416,Positive,True,False,0.4698117381210016
Instagram,Carousel,Technology,116542,14,Wednesday,5,538,Positive,True,False,0.41480651776606586
Twitter,Poll,Fitness,499059,15,Wednesday,28,425,Neutral,True,False,0.322773621106547
YouTube,Live,Education,364932,17,Wednesday,12,443,Neutral,True,True,0.8415033972389947
Instagram,Photo,Gaming,223947,17,Wednesday,4,796,Positive,True,False,0.48825001309425475
Instagram,Photo,Travel,374377,20,Wednesday,22,1178,Negative,True,False,0.4946969744712163
Facebook,Post,Travel,231114,23,Wednesday,28,1035,Positive,True,False,0.581178076857928
Instagram,Photo,Sports,139080,1,Thursday,15,806,Positive,True,False,0.3384793178099703
YouTube,Community Post,Technology,314490,8,Thursday,0,617,Neutral,True,True,0.7844967892281492
Instagram,Photo,Fashion,191508,10,Thursday,6,1800,Negative,True,False,0.4877271541345419
YouTube,Short,Lifestyle,177541,15,Thursday,21,52,Positive,True,False,0.9339752432280005
Twitter,Retweet,Business,309681,21,Thursday,8,1785,Neutral,True,False,0.5914987088005013
LinkedIn,Post,Technology,226907,22,Thursday,22,616,Neutral,True,False,0.06691757896937815
Twitter,Retweet,Business,256652,8,Friday,22,1455,Positive,True,False,0.5098195870459589
YouTube,Community Post,Health,285114,10,Friday,23,727,Neutral,True,True,0.6324572055988177
Facebook,Post,Fashion,96347,16,Friday,6,621,Positive,True,False,0.36521182696390886
TikTok,Video,Food,392651,16,Friday,22,24,Positive,True,True,0.7606768783131773
Facebook,Story,Technology,299350,18,Friday,15,1692,Negative,True,False,0.641732718718133
LinkedIn,Poll,Travel,4417,21,Friday,10,1711,Neutral,False,False,0.2846090084211557
Instagram,Story,Technology,41750,22,Friday,4,373,Positive,True,True,0.5590185686854219
Twitter,Thread,Technology,108144,23,Friday,21,1595,Positive,True,True,0.3181304090407291
Twitter,Poll,Health,97262,3,Saturday,11,514,Negative,False,False,0.5571933992655674
TikTok,Stitch,Travel,343029,10,Saturday,29,84,Positive,True,False,0.8739239986674384
Instagram,Carousel,Health,286351,12,Saturday,20,1364,Neutral,True,False,0.3696846592690772
Instagram,Carousel,Sports,38488,13,Saturday,18,865,Negative,True,False,0.44479996505122243
YouTube,Live,Lifestyle,387729,17,Saturday,2,335,Positive,True,False,0.8209057151379837
LinkedIn,Poll,Education,231455,19,Saturday,5,1725,Positive,False,False,0.16662724347980848
LinkedIn,Poll,Entertainment,44553,23,Saturday,29,763,Positive,True,False,0.335739346462518
Instagram,Carousel,Lifestyle,297724,0,Sunday,9,373,Neutral,True,True,0.40995403368261873
YouTube,Live,Fashion,219822,2,Sunday,24,371,Positive,True,False,0.7518403181160989
Twitter,Retweet,Gaming,480974,3,Monday,4,1363,Positive,True,False,0.43870568237027896
Facebook,Video,Lifestyle,213441,6,Monday,11,65,Neutral,True,True,0.42207809476230174
Facebook,Story,Travel,217937,10,Monday,14,1949,Positive,True,False,0.5064543819257491
Instagram,Photo,Gaming,170796,18,Monday,24,1463,Positive,True,False,0.4210491746423223
YouTube,Community Post,Fitness,58814,22,Monday,18,444,Positive,True,False,0.5694128744467715
TikTok,Duet,Travel,322131,23,Monday,26,222,Neutral,True,False,0.7558109439510516
TikTok,Stitch,Health,490106,1,Tuesday,28,512,Positive,True,False,0.9586120650000916
TikTok,Video,Fashion,166690,6,Tuesday,18,503,Positive,True,False,0.8933730889813281
Instagram,Reel,Lifestyle,441807,9,Tuesday,8,21,Neutral,True,False,0.43581626638344423
Instagram,Photo,Travel,296096,10,Tuesday,22,1245,Positive,True,False,0.39459864685600865
Facebook,Video,Gaming,61902,12,Tuesday,24,158,Positive,True,False,0.44818371134365875
LinkedIn,Poll,Fashion,100319,16,Tuesday,3,1141,Negative,True,False,0.3450404295176941
Instagram,Story,Education,402937,18,Tuesday,21,1301,Positive,True,True,0.20949667923619078
Facebook,Post,Food,457823,19,Tuesday,6,373,Negative,True,True,0.36504748469618664
